STATEFP,PLACEFP,PLACENS,GEOID,NAME,NAMELSAD,LSAD,CLASSFP,PCICBSA,PCINECTA,MTFCC,FUNCSTAT,ALAND,AWATER,INTPTLAT,INTPTLON,STATEFP.1,COUNTYFP,TRACTCE,AFFGEOID,GEOID.1,NAME.1,LSAD.1,ALAND.1,AWATER.1,geometry
53,70000,02412025,5370000,Tacoma,Tacoma city,25,C1,Y,N,G4110,A,128789928,32870833,+47.2521991,-122.4598318,53,053,071703,1400000US53053071703,53053071703,717.03,CT,871093,50966,"list(c(-122.463794, 47.184692), c(-122.463169, -122.463172, 47.179203, 47.179374), c(-122.463202, -122.463209, 47.180766, 47.181047), list(c(-122.455212, -122.456575, -122.457154, -122.457843, -122.458381, -122.459416, -122.461259, -122.461526, -122.46308, -122.455212, 47.17019, 47.170187, 47.170186, 47.170185, 47.170183, 47.17018, 47.170179, 47.170179, 47.170177, 47.17019)), list(c(-122.46308, -122.463474, -122.464057, -122.464195, -122.465938, -122.46593, -122.465851, -122.465819, -122.465805, 
-122.465815, -122.466068, -122.46718, -122.467220636363, -122.467888500889, -122.468348, -122.468392, -122.468391, -122.468391, -122.468393, -122.468394, -122.468396, -122.468397, -122.468398, -122.4684, -122.468401, -122.468405, -122.468406, -122.46841, -122.468413, -122.46815, -122.467629, -122.467336, -122.466883, -122.466773, -122.466643, -122.466623, -122.466603, -122.466584, -122.466564, -122.466488, -122.466522, -122.466321, -122.466086, -122.466066, -122.465984, -122.465904, -122.465828, 
-122.465747, -122.465678, -122.465613, -122.465493, -122.465412, -122.465269, -122.465126, -122.465068, -122.465051, -122.464969, -122.464849, -122.46469, -122.464507, -122.464315, -122.46403, -122.463169, -122.463119, -122.46308, 47.170177, 47.170175, 47.170172, 47.166835, 47.166808, 47.166896, 47.168825, 47.169607, 47.169724, 47.170179, 47.170181, 47.170185, 47.170185, 47.1701878507993, 47.17019, 47.17019, 47.170273, 47.1703, 47.170656, 47.170858, 47.171076, 47.171335, 47.171484, 47.171801, 47.172016, 
47.172553, 47.172938, 47.173375, 47.17371, 47.173971, 47.174492, 47.174784, 47.175244, 47.175364, 47.175513, 47.175536, 47.17556, 47.175583, 47.175607, 47.175697, 47.175709, 47.175982, 47.176302, 47.176337, 47.176468, 47.176599, 47.176731, 47.176881, 47.177015, 47.17715, 47.177421, 47.177421, 47.177808, 47.178118, 47.178643, 47.178679, 47.178802, 47.178915, 47.179035, 47.179128, 47.179195, 47.179242, 47.179203, 47.173794, 47.170177)), list(c(-122.463172, -122.463816, -122.463816, -122.464893, -122.464525, 
-122.464233, -122.463202, -122.463172, 47.179374, 47.179364, 47.179446, 47.179441, 47.180775, 47.180773, 47.180766, 47.179374)))"
53,70000,02412025,5370000,Tacoma,Tacoma city,25,C1,Y,N,G4110,A,128789928,32870833,+47.2521991,-122.4598318,53,053,071803,1400000US53053071803,53053071803,718.03,CT,4608947,0,"list(c(-122.5052, 47.197477), c(-122.497524, 47.184709), c(-122.487161, 47.184714), c(-122.483674, 47.184748), list(c(-122.504788945504, -122.504882, -122.504982, -122.504788945504, 47.1846973106267, 47.184696, 47.184697, 47.1846973106267)), list(c(-122.505013609001, -122.505014, -122.505026, -122.505045, -122.505046, -122.505047, -122.505051, -122.505054, -122.505057, -122.50506, -122.505063, -122.505065, -122.505066, -122.505069, -122.505069, -122.50506869432, -122.505013609001, 47.1866397890219, 
47.186648, 47.187363, 47.188547, 47.18861, 47.188672, 47.188906, 47.189082, 47.189265, 47.189446, 47.189623, 47.189756, 47.189798, 47.189971, 47.190009, 47.1900255067005, 47.1866397890219)), list(c(-122.505077, -122.50545, -122.508618, -122.508779, -122.505077, 47.190536, 47.190537, 47.190568, 47.19057, 47.190536)), list(c(-122.508772, -122.514732, -122.515795, -122.515808, -122.520884, -122.521152, -122.521460032929, -122.521234, -122.521267, -122.521269, -122.52127, -122.521271, -122.521297, -122.52138, 
-122.521509, -122.521506, -122.521467, -122.521442, -122.521418, -122.521393847134, -122.521274, -122.519271713203, -122.519161, -122.518949, -122.518719, -122.51806, -122.51051617784, -122.510061, -122.508812, -122.508671, -122.508672, -122.508677, -122.508674, -122.508679, -122.508669, -122.508772, 47.192006, 47.19197, 47.192653, 47.195601, 47.195531, 47.195521, 47.196286, 47.196286, 47.198231, 47.198382, 47.198418, 47.198674, 47.198692, 47.19875, 47.198888, 47.198898, 47.199025, 47.199049, 47.199072, 
47.1990951464968, 47.199166, 47.1989120896587, 47.198878, 47.198813, 47.198842, 47.199064, 47.199209428886, 47.19921, 47.19921, 47.199245, 47.199013, 47.198247, 47.197492, 47.196127, 47.194352, 47.192006)), list(c(-122.508669, -122.506013, -122.505745, -122.505233, -122.508669, 47.194352, 47.19434, 47.194342, 47.194336, 47.194352)))"
53,70000,02412025,5370000,Tacoma,Tacoma city,25,C1,Y,N,G4110,A,128789928,32870833,+47.2521991,-122.4598318,53,053,071808,1400000US53053071808,53053071808,718.08,CT,1956232,118426,"list(list(c(-122.463794, -122.464064, -122.464516, -122.464815, -122.463794, 47.184692, 47.184653, 47.184684, 47.184688, 47.184692)), list(c(-122.468298606402, -122.468612, -122.473894, -122.468298606402, 47.1847271373337, 47.184729, 47.18479, 47.1847271373337)), list(c(-122.476233066965, -122.476246, -122.476624, -122.47782, -122.478265, -122.478931, -122.479656, -122.479984, -122.480066, -122.483674, -122.476233066965, 47.1847799549271, 47.184779, 47.184778, 47.184772, 47.18477, 47.184766, 47.184764, 
47.184761, 47.184762, 47.184748, 47.1847799549271)))"
53,70000,02412025,5370000,Tacoma,Tacoma city,25,C1,Y,N,G4110,A,128789928,32870833,+47.2521991,-122.4598318,53,053,072106,1400000US53053072106,53053072106,721.06,CT,3412556,0,"list(c(-122.521152, -122.52122, -122.521292, -122.521409, -122.521479, -122.521460032929, -122.521152, 47.195521, 47.195627, 47.195761, 47.196069, 47.196286, 47.196286, 47.195521))"
53,70000,02412025,5370000,Tacoma,Tacoma city,25,C1,Y,N,G4110,A,128789928,32870833,+47.2521991,-122.4598318,53,053,940002,1400000US53053940002,53053940002,9400.02,CT,13422780,171525,"list(c(-122.357603, 47.255705), list(c(-122.355684, -122.355671, -122.355733, -122.356235, -122.357828, -122.357939, -122.355684, 47.277466, 47.27641, 47.273489, 47.275442, 47.275715, 47.279023, 47.277466)), list(c(-122.355718, -122.355504, -122.355424, -122.355304, -122.355104, -122.354903, -122.354202, -122.354106, -122.353087, -122.352632, -122.352512, -122.352092, -122.351859, -122.351725, -122.35147, -122.351554, -122.350792, -122.350612, -122.350631, -122.352978, -122.353201, -122.353202, -122.353203, 
-122.353232, -122.353258, -122.354542, -122.355511, -122.355823, -122.355718, 47.271675, 47.271673, 47.271673, 47.271672, 47.271671, 47.271671, 47.271668, 47.271667, 47.271663, 47.271662, 47.271661, 47.271659, 47.271658, 47.271663, 47.271657, 47.270331, 47.270345, 47.270337, 47.269948, 47.269922, 47.26992, 47.269898, 47.269877, 47.268901, 47.268153, 47.268134, 47.268113, 47.268099, 47.271675)), list(c(-122.355823, -122.355832, -122.355833, -122.355834, -122.355838, -122.355921, -122.355941, -122.355969, 
-122.355981, -122.355809, -122.355608, -122.355407, -122.355206, -122.354301, -122.353757, -122.353759, -122.350721, -122.350482, -122.350333, -122.350337, -122.350346, -122.349542, -122.349651, -122.348378, -122.348424, -122.350252, -122.350939, -122.351618, -122.352525, -122.352617, -122.35283, -122.352897, -122.352923, -122.353028, -122.353116, -122.353269, -122.353336, -122.353425, -122.354535, -122.354671, -122.355941, -122.356631, -122.35666, -122.356661, -122.357582, -122.35856, -122.358919, 
-122.359707, -122.359099, -122.357332, -122.356571, -122.356186, -122.355823, 47.268099, 47.267986, 47.267623, 47.266977, 47.264585, 47.262562, 47.261367, 47.261368, 47.261084, 47.26108, 47.261079, 47.261078, 47.261077, 47.261072, 47.261069, 47.262191, 47.262197, 47.262198, 47.262198, 47.261496, 47.261049, 47.261041, 47.25832, 47.258308, 47.257379, 47.257393, 47.257398, 47.257402, 47.257409, 47.257409, 47.257411, 47.257413, 47.257414, 47.257416, 47.257418, 47.257422, 47.257424, 47.257442, 47.257438, 
47.257422, 47.257433, 47.25744, 47.256507, 47.256477, 47.25648, 47.256484, 47.256486, 47.256943, 47.257452, 47.258983, 47.258522, 47.26806, 47.268099)), list(c(-122.360687, -122.360624, -122.360556114701, -122.359401, -122.359416, -122.359419, -122.359431, -122.359443, -122.359451, -122.35963, -122.359669, -122.359671, -122.359695, -122.359655, -122.359509, -122.359528, -122.359412, -122.359415, -122.359447, -122.359451, -122.359453, -122.359456, -122.364186, -122.364797, -122.366117, -122.367408, 
-122.369532, -122.372667, -122.373032, -122.372983, -122.377628, -122.377623, -122.377621, -122.378021, -122.378188, -122.37824, -122.380827, -122.380828, -122.380818, -122.380795, -122.380749, -122.380748, -122.380741, -122.380744, -122.380797, -122.380808, -122.3815, -122.382336, -122.382499, -122.384377, -122.385601, -122.385601, -122.385598, -122.385595, -122.385598, -122.385598, -122.385604, -122.38562, -122.385639, -122.385639, -122.385639, -122.386248, -122.386497, -122.386657, -122.386778, 
-122.38683, -122.386898, -122.387228, -122.387506, -122.387748, -122.38794, -122.388315, -122.388625, -122.388743, -122.388816, -122.388903, -122.389052, -122.389314, -122.389463, -122.389672, -122.389872, -122.389989, -122.390109, -122.390507, -122.390631, -122.391026, -122.391147, -122.391977, -122.392098, -122.392219, -122.392622, -122.393023, -122.393265, -122.393667, -122.39424, -122.394351, -122.394339, -122.394812, -122.395541, -122.396478, -122.396904, -122.396909, -122.396911, -122.398247, 
-122.398245, -122.398241, -122.398315, -122.399574, -122.399579, -122.399601, -122.399603, -122.400678, -122.400664, -122.401151, -122.402881, -122.40078, -122.399301, -122.384284, -122.382049, -122.379262, -122.372173, -122.362776, -122.360687, 47.253654, 47.253654, 47.2536541017771, 47.253655, 47.253045, 47.252997, 47.252551, 47.252106, 47.251811, 47.251811, 47.251811, 47.251743, 47.250858, 47.250858, 47.250858, 47.250019, 47.249986, 47.249762, 47.246506, 47.246373, 47.246302, 47.246271, 47.246295, 
47.246293, 47.246294, 47.246294, 47.246304, 47.246318, 47.246338, 47.245323, 47.245367, 47.245718, 47.245845, 47.245847, 47.245847, 47.245848, 47.245856, 47.245984, 47.246355, 47.246355, 47.246355, 47.246405, 47.246652, 47.246795, 47.246796, 47.246964, 47.246966, 47.246968, 47.246966, 47.246954, 47.246959, 47.246932, 47.246619, 47.246388, 47.245998, 47.245973, 47.245268, 47.244971, 47.244796, 47.244668, 47.244552, 47.244557, 47.244559, 47.24456, 47.244561, 47.244561, 47.244562, 47.244564, 47.244566, 
47.244568, 47.24457, 47.244572, 47.244575, 47.244576, 47.244579, 47.244584, 47.244584, 47.244585, 47.244585, 47.244585, 47.244586, 47.244586, 47.244586, 47.244587, 47.244587, 47.244588, 47.244589, 47.24459, 47.244591, 47.244591, 47.244592, 47.244593, 47.244593, 47.244594, 47.244595, 47.244596, 47.245007, 47.245009, 47.245012, 47.245016, 47.245019, 47.244692, 47.244606, 47.244611, 47.244695, 47.244844, 47.244845, 47.244849, 47.244619, 47.243712, 47.243562, 47.244708, 47.247217, 47.250614, 47.253074, 
47.253713, 47.253729, 47.253694, 47.254092, 47.253708, 47.25382, 47.253471, 47.253654)), list(c(-122.399631, -122.399631, -122.399633, -122.399633, -122.399634, -122.399631, 47.240991, 47.240843, 47.240544, 47.240464, 47.240445, 47.240991)), list(c(-122.399634, -122.399485, -122.39927, -122.398717, -122.398513, -122.397804, -122.397369, -122.399634, 47.240445, 47.24041, 47.24036, 47.240231, 47.240159, 47.239912, 47.23976, 47.240445)), list(c(-122.397369, -122.397245, -122.397167, -122.397041, -122.396989, 
-122.39694, -122.396275, -122.396095, -122.395948, -122.39589, -122.395677, -122.395589, -122.39546, -122.395306, -122.395184, -122.395137, -122.39427, -122.39427, -122.397369, 47.23976, 47.239691, 47.239647, 47.239576, 47.239547, 47.23952, 47.239147, 47.239027, 47.238929, 47.23889, 47.238747, 47.238688, 47.238603, 47.2385, 47.238419, 47.238388, 47.237814, 47.237748, 47.23976)))"
53,70000,02412025,5370000,Tacoma,Tacoma city,25,C1,Y,N,G4110,A,128789928,32870833,+47.2521991,-122.4598318,53,053,072305,1400000US53053072305,53053072305,723.05,CT,4066566,0,"list(c(-122.52637, 47.242709), c(-122.515953, 47.242772), c(-122.505152, 47.22107), c(-122.505107, 47.232), c(-122.50508, 47.234413), c(-122.50495, -122.505269, 47.242912, 47.242901), list(c(-122.513904, -122.51306, -122.512646, -122.512417, -122.511401, -122.510645, -122.509548, -122.509547, -122.509547, -122.509547, -122.509535, -122.507684, -122.507672, -122.506443, -122.506417, -122.506414, -122.506455, -122.50648, -122.507035, -122.507147, -122.507513, -122.507609, -122.507919, -122.508081, 
-122.50844, -122.508771, -122.508877, -122.509034, -122.509299, -122.509533, -122.509767, -122.509798, -122.509817, -122.509857, -122.510148, -122.510437, -122.51053, -122.510738, -122.51103, -122.511713, -122.511966, -122.511967, -122.511968, -122.51197, -122.511972, -122.511973, -122.511974, -122.511975, -122.511977, -122.511978, -122.511979, -122.51198, -122.511982, -122.511983, -122.511986, -122.51247, -122.512473, -122.512617, -122.513222, -122.513223, -122.513224, -122.513225, -122.513226, 
-122.513227, -122.513229, -122.51323, -122.513232, -122.513233, -122.513233, -122.513234, -122.513236, -122.513237, -122.513239, -122.51324, -122.513726, -122.51373, -122.513862, -122.513867, -122.513869, -122.513874, -122.513876, -122.513906, -122.513904, 47.228276, 47.228284, 47.228288, 47.22829, 47.228301, 47.228309, 47.228314, 47.228257, 47.228204, 47.228183, 47.227244, 47.227254, 47.226512, 47.226519, 47.22481, 47.224697, 47.224697, 47.224697, 47.224693, 47.224693, 47.22469, 47.22469, 47.224688, 
47.224687, 47.224684, 47.224682, 47.224681, 47.22468, 47.224679, 47.224677, 47.224676, 47.224675, 47.224675, 47.224675, 47.224673, 47.224671, 47.224671, 47.224669, 47.224667, 47.224663, 47.224661, 47.224702, 47.224743, 47.224814, 47.224883, 47.224952, 47.224994, 47.225022, 47.225091, 47.22516, 47.225182, 47.225229, 47.225298, 47.225367, 47.225444, 47.225434, 47.225569, 47.225565, 47.225562, 47.225631, 47.225676, 47.2257, 47.225769, 47.225838, 47.225907, 47.225976, 47.226044, 47.226113, 47.22614, 
47.226182, 47.226251, 47.226333, 47.226416, 47.22647, 47.226466, 47.226575, 47.226574, 47.226785, 47.226847, 47.227053, 47.227131, 47.228266, 47.228276)), list(c(-122.5051500466, -122.505151, -122.50515, -122.5051500466, 47.2282467905896, 47.228306, 47.228418, 47.2282467905896)), list(c(-122.50515, -122.505139, -122.505135706825, -122.50515, 47.228418, 47.229471, 47.2296086547125, 47.228418)), list(c(-122.505028, -122.505022, -122.505022, -122.505017, -122.505015, -122.504985, -122.504974296488, 
-122.505028, 47.239712, 47.240498, 47.240563, 47.240833, 47.24111, 47.241709, 47.2419152209917, 47.239712)))"
53,70000,02412025,5370000,Tacoma,Tacoma city,25,C1,Y,N,G4110,A,128789928,32870833,+47.2521991,-122.4598318,53,053,072309,1400000US53053072309,53053072309,723.09,CT,3271577,2236950,"list(c(-122.54502, 47.242678), c(-122.546354, -122.546639, 47.242678, 47.242678), c(-122.546639, -122.546931, 47.242678, 47.242678), c(-122.559271, -122.560034, 47.242744, 47.242688), list(c(-122.546931, -122.546927, -122.546406, -122.546407, -122.547688, -122.547689, -122.547689, -122.547771, -122.548374, -122.548547, -122.549011, -122.549006, -122.549006, -122.549006, -122.549005, -122.549005, -122.549004, -122.549004, -122.549003, -122.549002, -122.549002, -122.548999, -122.546931, 47.242678, 
47.240734, 47.24074, 47.240293, 47.240282, 47.240187, 47.240169, 47.24017, 47.240184, 47.240188, 47.240198, 47.241154, 47.24118, 47.241368, 47.241534, 47.241568, 47.241603, 47.241623, 47.241927, 47.242133, 47.242151, 47.242685, 47.242678)), list(c(-122.551508, -122.551523, -122.550996, -122.550961, -122.552998, -122.553004, -122.553005, -122.553006, -122.553007, -122.553008, -122.553009, -122.55301, -122.55301, -122.55301, -122.553011, -122.553011, -122.553013, -122.553015, -122.553015, -122.553017, 
-122.553018, -122.55302, -122.55302, -122.552353, -122.552354, -122.552358, -122.553047, -122.554784, -122.555082, -122.555888, -122.556518, -122.556712, -122.55679, -122.556963, -122.557083, -122.557403, -122.557393, -122.557363, -122.558378, -122.558347, -122.560108, -122.560532, -122.560535, -122.561547, -122.561488, -122.561403, -122.561065, -122.560837, -122.560807, -122.560056, -122.560049, -122.559964, -122.559828, -122.559891, -122.559641, -122.559601, -122.557713, -122.554073, -122.554066, 
-122.553442, -122.553443, -122.553262, -122.553262, -122.552816, -122.552818, -122.552396, -122.552212, -122.552206, -122.551508, 47.242676, 47.241575, 47.241572, 47.240243, 47.240288, 47.239809, 47.239465, 47.239328, 47.238995, 47.238892, 47.23867, 47.238444, 47.238338, 47.238303, 47.238213, 47.237997, 47.237541, 47.237088, 47.237071, 47.236546, 47.236261, 47.235919, 47.235844, 47.235834, 47.235552, 47.235273, 47.235283, 47.235305, 47.235308, 47.235318, 47.23534, 47.235349, 47.235353, 47.235387, 
47.235427, 47.235426, 47.235399, 47.235332, 47.235349, 47.236432, 47.236453, 47.236458, 47.236337, 47.236338, 47.236408, 47.236492, 47.236974, 47.237301, 47.23732, 47.237765, 47.237848, 47.237886, 47.237966, 47.23844, 47.238741, 47.238788, 47.240392, 47.240312, 47.241588, 47.241585, 47.241435, 47.241434, 47.241365, 47.241364, 47.241559, 47.241549, 47.241544, 47.2427, 47.242676)), list(c(-122.552206, -122.552394, -122.552713, -122.552865, -122.553427, -122.553669, -122.553752, -122.554509, -122.556216, 
-122.556691, -122.556962, -122.557811, -122.558171, -122.558167, -122.559271, -122.552206, 47.2427, 47.2427, 47.242702, 47.242703, 47.242705, 47.242707, 47.242708, 47.242681, 47.242694, 47.242696, 47.242697, 47.242686, 47.242699, 47.242729, 47.242744, 47.2427)), list(c(-122.560034, -122.560050514219, -122.560050514219, -122.560034, 47.242688, 47.2449465160654, 47.2449465160654, 47.242688)))"
53,70000,02412025,5370000,Tacoma,Tacoma city,25,C1,Y,N,G4110,A,128789928,32870833,+47.2521991,-122.4598318,53,053,072311,1400000US53053072311,53053072311,723.11,CT,2443694,6948,"list(c(-122.52637, 47.242709), list(c(-122.52651819181, -122.529996, -122.530127, -122.531204, -122.532465, -122.532961, -122.533287, -122.534165, -122.534266, -122.52651819181, 47.2427086621767, 47.242698, 47.242698, 47.242696, 47.242693, 47.242692, 47.242692, 47.242691, 47.242691, 47.2427086621767)), list(c(-122.534266, -122.534245, -122.53434, -122.535687, -122.535706, -122.535729, -122.534266, 47.242691, 47.2423, 47.2423, 47.242309, 47.24248, 47.242685, 47.242691)), list(c(-122.535729, -122.536871, 
-122.536873, -122.537057, -122.537058, -122.537057, -122.535729, 47.242685, 47.242681, 47.242295, 47.242273, 47.242114, 47.242681, 47.242685)))"
53,70000,02412025,5370000,Tacoma,Tacoma city,25,C1,Y,N,G4110,A,128789928,32870833,+47.2521991,-122.4598318,53,053,072312,1400000US53053072312,53053072312,723.12,CT,2458910,0,"list(c(-122.508671, 47.199245), c(-122.518719, -122.51806, 47.198842, 47.199064), list(c(-122.521393847134, -122.521322, -122.521278, -122.521274, -122.521393847134, 47.1990951464968, 47.199164, 47.199207, 47.199166, 47.1990951464968)), list(c(-122.521274, -122.520327, -122.519912, -122.51957, -122.519554, -122.519543, -122.519515, -122.519271713203, -122.521274, 47.199166, 47.19917, 47.199172, 47.199174, 47.19912, 47.199085, 47.198987, 47.1989120896587, 47.199166)), list(c(-122.51806, -122.518065, 
-122.517889, -122.515879, -122.515283, -122.515046, -122.51481, -122.513249, -122.51051617784, -122.51806, 47.199064, 47.199182, 47.199182, 47.199193, 47.199188, 47.199186, 47.199189, 47.199206, 47.199209428886, 47.199064)), list(c(-122.505229, -122.505234, -122.505235, -122.505365, -122.505621, -122.506174, -122.506171, -122.50629, -122.508308, -122.508221, -122.508198, -122.507981, -122.507742, -122.50747, -122.506918, -122.506538, -122.506176, -122.505964, -122.505714, -122.505618, -122.505499, 
-122.505417, -122.505385, -122.50209, -122.502083, -122.503375, -122.505229, 47.199276, 47.201661, 47.201833, 47.201835, 47.201841, 47.201829, 47.202747, 47.202745, 47.202726, 47.20289, 47.202932, 47.203251, 47.203521, 47.203797, 47.204333, 47.204702, 47.205059, 47.205302, 47.205658, 47.205819, 47.206065, 47.206279, 47.206514, 47.206525, 47.201204, 47.199272, 47.199276)))"
53,70000,02412025,5370000,Tacoma,Tacoma city,25,C1,Y,N,G4110,A,128789928,32870833,+47.2521991,-122.4598318,53,053,060300,1400000US53053060300,53053060300,603,CT,5515503,9884998,"list(c(-122.547408, -122.541335, -122.533338, -122.519733, -122.514974, -122.512383, -122.507822, -122.507026, -122.506897310826, -122.502828944374, -122.499273, -122.499275, -122.498923618729, -122.502962, -122.500195, -122.498532, -122.503812, -122.515757, -122.521045, -122.525148, -122.528777305108, -122.528738, -122.528868, -122.536819, -122.542048, -122.547747, -122.547408, 47.317734, 47.318932, 47.31662, 47.307955, 47.306054, 47.307534, 47.305557, 47.302842, 47.3027375946209, 47.2994369335884, 
47.296552, 47.294922, 47.2946981473658, 47.294229, 47.293095, 47.290677, 47.29069, 47.290804, 47.290842, 47.29085, 47.2905748403788, 47.290888, 47.293113, 47.304428, 47.310714, 47.316403, 47.317734), c(-122.515708, -122.511273, -122.510394, -122.509551, -122.508098, -122.506511, -122.505168, -122.505177, -122.505164, -122.50513, -122.505129, -122.505126, -122.505126, -122.505125, -122.504357, -122.502966, -122.503272, -122.503706, -122.504121, -122.504271, -122.504439, -122.504624, -122.504793, -122.505068, 
-122.50525, -122.505528, -122.50565, -122.505764, -122.505834, -122.505836, -122.506013, -122.506125, -122.506225, -122.506315, -122.506319, -122.506372, -122.50642, -122.506445, -122.506512, -122.506536, -122.506563, -122.50658, -122.506625, -122.506625, -122.506687, -122.506767, -122.506877, -122.506904, -122.506927, -122.506936, -122.506949, -122.506986, -122.507284, -122.507397, -122.507409, -122.508337, -122.508613, -122.508639, -122.508678, -122.509305, -122.510351, -122.510427, -122.510537, 
-122.511517, -122.512904, -122.514288, -122.51564, -122.515645, -122.515647, -122.515669, -122.515672, -122.515675, -122.515675, -122.515679, -122.515689, -122.515708, 47.294429, 47.294379, 47.294369, 47.294369, 47.294362, 47.294356, 47.294356, 47.294848, 47.295728, 47.295811, 47.297207, 47.297592, 47.297617, 47.297839, 47.298348, 47.299268, 47.299521, 47.299839, 47.300007, 47.300095, 47.30021, 47.300386, 47.300552, 47.300776, 47.300923, 47.301071, 47.301136, 47.30117, 47.301238, 47.301303, 47.301513, 
47.301586, 47.301806, 47.301841, 47.301887, 47.301915, 47.302082, 47.302113, 47.302131, 47.302186, 47.302314, 47.30239, 47.302425, 47.30246, 47.302532, 47.30256, 47.302683, 47.302691, 47.302701, 47.302711, 47.302726, 47.302768, 47.30264, 47.302646, 47.302634, 47.302229, 47.302108, 47.302098, 47.302039, 47.301771, 47.301708, 47.301735, 47.301743, 47.301744, 47.301758, 47.30177, 47.301782, 47.300594, 47.299336, 47.298103, 47.297311, 47.296276, 47.29623, 47.295355, 47.294866, 47.294429))"
53,70000,02412025,5370000,Tacoma,Tacoma city,25,C1,Y,N,G4110,A,128789928,32870833,+47.2521991,-122.4598318,53,053,060600,1400000US53053060600,53053060600,606,CT,2130220,4742856,"list(c(-122.468168, -122.468169, -122.468168, -122.468169, -122.468172, -122.468169, -122.466855, -122.466859, -122.466896, -122.465289, -122.46462747699, -122.461076, -122.453132, -122.4442, -122.440321, -122.440310435951, -122.439265, -122.439626, -122.441332, -122.445098, -122.448362, -122.45108, -122.45398, -122.455913, -122.457165, -122.45779, -122.455024, -122.456349, -122.45898, -122.461609, -122.464169, -122.465956, -122.468328, -122.468168, 47.259798, 47.261074, 47.263258, 47.26363, 47.265446, 
47.267467, 47.268336, 47.270579, 47.274754, 47.274765, 47.2760762991564, 47.275447, 47.272399, 47.266723, 47.262023, 47.2620225229139, 47.260443, 47.260932, 47.261177, 47.266137, 47.268159, 47.270544, 47.266397, 47.263653, 47.261875, 47.260982, 47.260082, 47.259418, 47.258088, 47.256756, 47.255464, 47.255451, 47.255443, 47.259798))"
53,70000,02412025,5370000,Tacoma,Tacoma city,25,C1,Y,N,G4110,A,128789928,32870833,+47.2521991,-122.4598318,53,053,060800,1400000US53053060800,53053060800,608,CT,2583067,0,"list(c(-122.503853, -122.494599, -122.488835, -122.488834, -122.488863, -122.488878, -122.488866, -122.488858, -122.488851, -122.488843, -122.488842, -122.48884, -122.488986, -122.491665, -122.503807, -122.503826, -122.503831, -122.50382, -122.503838, -122.503818, -122.503841, -122.503843, -122.503841, -122.503853, 47.275895, 47.275839, 47.275807, 47.274856, 47.272993, 47.271995, 47.270136, 47.267334, 47.264591, 47.261796, 47.259932, 47.258994, 47.255292, 47.255313, 47.255365, 47.258971, 47.261776, 
47.264551, 47.265457, 47.267319, 47.270113, 47.271048, 47.27307, 47.275895))"
53,70000,02412025,5370000,Tacoma,Tacoma city,25,C1,Y,N,G4110,A,128789928,32870833,+47.2521991,-122.4598318,53,053,060905,1400000US53053060905,53053060905,609.05,CT,3038716,971534,"list(c(-122.544425, -122.534154062478, -122.533105, -122.523884, -122.521067, -122.515894, -122.515905, -122.515908, -122.515931, -122.515943, -122.518493, -122.526336, -122.529415, -122.531341, -122.536095, -122.53711, -122.539446, -122.544693265007, -122.544425, 47.26412, 47.2751543484272, 47.275108, 47.272179, 47.271332, 47.27109, 47.267127, 47.265508, 47.26331, 47.25737, 47.258047, 47.258664, 47.258864, 47.258841, 47.258713, 47.25885, 47.259743, 47.2637834288324, 47.26412))"
